_id.$oid,writers
573a13ebf29313caabdd1b0e,Alejandro Fernèndez Almendras (screenplay)
573a13ebf29313caabdd1ba8,Pin Pin Tan
573a13ecf29313caabdd1cd5,Daniele Ciprè
573a13ecf29313caabdd1cd5,Massimo Gaudioso
573a13ecf29313caabdd1cd5,Alessandra Acciai
573a13ecf29313caabdd1cd5,Miriam Rizzo
573a13ecf29313caabdd1d20,Steve Law
573a13ecf29313caabdd1d20,Tim Mahoney
573a13ecf29313caabdd1d85,Yorgos Lanthimos
573a13ecf29313caabdd1d85,Efthymis Filippou
573a13ecf29313caabdd1e08,Yusheng Liang
573a13ecf29313caabdd1e4c,Anna Brèggemann
573a13ecf29313caabdd1e4c,Anna Brèggemann
573a13ecf29313caabdd1e4c,Dietrich Brèggemann
573a13ecf29313caabdd1f94,Bob Kane (characters)
573a13ecf29313caabdd1f94,Michael Ryan
573a13ecf29313caabdd1f94,Joe Shuster (characters)
573a13ecf29313caabdd1f94,Jerry Siegel (characters)
573a13ecf29313caabdd1fc2,Mounir Chakor
573a13ecf29313caabdd205d,Chi-long To
573a13ecf29313caabdd209e,Yi'nan Diao
573a13ecf29313caabdd20aa,Edward Berger (screenplay)
573a13ecf29313caabdd20aa,Nele Mueller-Stèfen (screenplay)
573a13ecf29313caabdd20aa,Nele Mueller-Stèfen
573a13ecf29313caabdd20c7,Sudabeh Mortezai (screenplay)
573a13ecf29313caabdd20c7,Sudabeh Mortezai
573a13ecf29313caabdd214d,Mike Ambs (story)
573a13ecf29313caabdd214d,Paul Foyder (story)
573a13ecf29313caabdd214d,Gino Roy (story)
573a13ecf29313caabdd214d,Whitfield Scheidegger (story)
573a13ecf29313caabdd214d,Greg Shewchuk (story)
573a13ecf29313caabdd214d,Greg Shewchuk
573a13ecf29313caabdd21a3,David Sandberg
573a13ecf29313caabdd2280,Steve Purcell
573a13ecf29313caabdd22b0,Sergio Caballero
573a13ecf29313caabdd22df,Fellipe Barbosa
573a13ecf29313caabdd22df,Karen Sztajnberg
573a13ecf29313caabdd253a,Ermanno Olmi
573a13ecf29313caabdd2549,Johanna Hamilton
573a13ecf29313caabdd2549,Gabriel Rhodes
573a13ecf29313caabdd25b0,Etienne Comar (screenplay)
573a13ecf29313caabdd25b0,Maèwenn (screenplay)
573a13ecf29313caabdd25b4,Ron Chapman (story)
573a13ecf29313caabdd25b4,Alan Cross (script editor)
573a13ecf29313caabdd25b7,Sung-Hyun Choi
573a13ecf29313caabdd261c,Okwari Fortin (book)
573a13ecf29313caabdd261c,Shahi'Yena Fortin (book)
573a13ecf29313caabdd261c,Xavier Fortin (book)
573a13ecf29313caabdd261c,Cèdric Kahn (screenplay)
573a13ecf29313caabdd261c,Nathalie Najem (screenplay)
573a13ecf29313caabdd261c,Laurence Vidal (book)
573a13ecf29313caabdd262f,Laurent Cantet (screenplay)
573a13ecf29313caabdd262f,Franèois Crozade (adaptation)
573a13ecf29313caabdd262f,Lucia Lopez Coll (collaborating writer)
573a13ecf29313caabdd262f,Leonardo Padura (screenplay)
573a13ecf29313caabdd2671,Gregg Greenberg
573a13ecf29313caabdd2671,Christopher Kublan
573a13ecf29313caabdd2671,Michael Rispoli
573a13ecf29313caabdd271a,Ross Andru (character: The Punisher)
573a13ecf29313caabdd271a,Gerry Conway (character: The Punisher)
573a13ecf29313caabdd271a,Don Heck (character: Natasha Romanova)
573a13ecf29313caabdd271a,Mitsutaka Hirota (screenplay)
573a13ecf29313caabdd271a,Jack Kirby (characters)
573a13ecf29313caabdd271a,Stan Lee (characters)
573a13ecf29313caabdd271a,Larry Lieber (character: Iron Man)
573a13ecf29313caabdd271a,Marjorie Liu (story)
573a13ecf29313caabdd271a,Don Rico (character: Natasha Romanova)
573a13ecf29313caabdd271a,Johnny Romita (character: The Punisher)
573a13ecf29313caabdd2765,Valèrie Beaugrand-Champagne (story)
573a13ecf29313caabdd2765,Stèphane Lafleur
573a13ecf29313caabdd282b,Doriana Leondeff
573a13ecf29313caabdd282b,Carlo Mazzacurati
573a13ecf29313caabdd282b,Marco Pettenello
573a13ecf29313caabdd2879,Christopher Fitchett
573a13ecf29313caabdd2879,Henry Tefay (script editor)
573a13ecf29313caabdd28b5,Seong-il Cheon
573a13ecf29313caabdd290d,Peter Magnusson
573a13ecf29313caabdd290d,Martin Persson
573a13ecf29313caabdd297e,Jonas Carpignano
573a13ecf29313caabdd2a3f,Bob Byington
573a13ecf29313caabdd2a78,Hilly Martinek (screenplay)
573a13ecf29313caabdd2a78,Til Schweiger (screenplay)
573a13ecf29313caabdd2aff,Lucas Belvaux (adaptation)
573a13ecf29313caabdd2aff,Philippe Vilain (novel)
573a13ecf29313caabdd2be3,Amir Escandari
573a13ecf29313caabdd2c0a,Natalya Meshchaninova
573a13ecf29313caabdd2c0a,Lyubov Mulmenko
573a13ecf29313caabdd2c0a,Ivan Ugarov
573a13ecf29313caabdd2c5f,Denis Theriault
573a13ecf29313caabdd2c5f,Denis Theriault
573a13ecf29313caabdd2ced,Gopi Puthran
573a13ecf29313caabdd2df3,Gèbor Reisz (screenplay)
573a13ecf29313caabdd2e57,Kayla Alpert (teleplay)
573a13ecf29313caabdd2e57,Virginia C. Andrews (novel)
573a13edf29313caabdd2f75,Rick Clark
573a13edf29313caabdd2f75,Jerry Harrison
573a13edf29313caabdd2f75,Julie Janata
573a13edf29313caabdd2f75,Martin Shore
573a13edf29313caabdd2f75,Zac Stanford
573a13edf29313caabdd2f8e,Alonso Ruizpalacios (screenplay)
573a13edf29313caabdd2f8e,Gibrèn Portela (screenplay)
573a13edf29313caabdd325f,Charles Spano
573a13edf29313caabdd325f,Claire Carrè
573a13edf29313caabdd32ca,Gerard Johnstone
573a13edf29313caabdd32fb,Guillaume Nicloux
573a13edf29313caabdd3305,Fai-Hung Chan (screenplay)
573a13edf29313caabdd3305,Fruit Chan (screenplay)
573a13edf29313caabdd33be,Jeffrey Caine (story)
573a13edf29313caabdd33be,Oren Moverman (screenplay)
573a13edf29313caabdd33be,Oren Moverman (story)
573a13edf29313caabdd340f,Javier Gullèn
573a13edf29313caabdd340f,Alfredo Montero
573a13edf29313caabdd3558,Vanessa Lapa
573a13edf29313caabdd3558,Vanessa Lapa
573a13edf29313caabdd3558,Ori Weisbrod
573a13edf29313caabdd3558,Ori Weisbrod
573a13edf29313caabdd3563,Cheng Ah (screenplay)
573a13edf29313caabdd3563,T'ien-wen Chu (screenwriter)
573a13edf29313caabdd3563,Hsiao-hsien Hou (screenplay)
573a13edf29313caabdd3563,Hai-Meng Hsieh (screenplay)
573a13edf29313caabdd3563,Xing Pei (short story)
573a13edf29313caabdd3568,Natalya Meshchaninova
573a13edf29313caabdd3568,Lyubov Mulmenko
573a13edf29313caabdd35ed,Tim R. Lea
573a13edf29313caabdd35ee,Diego Araujo (screenplay)
573a13edf29313caabdd3677,Barbara Alberti (screenplay)
573a13edf29313caabdd3677,Asia Argento
573a13edf29313caabdd3741,Wai Lun Ng (screenplay)
573a13edf29313caabdd3741,Dante Lam (screenplay)
573a13edf29313caabdd37bd,Jirè Asada (short story)
573a13edf29313caabdd3a09,Dong-ik Shin
573a13edf29313caabdd3a09,Yoon-jeong Hong
573a13edf29313caabdd3a09,Hee-seon Dong
573a13edf29313caabdd3a09,Dong-hyuk Hwang (adaptation)
573a13edf29313caabdd3b1f,Robert Gordon
573a13edf29313caabdd3b1f,Morgan Neville
573a13edf29313caabdd3bcc,Neil Berkeley
573a13edf29313caabdd3c84,Ted Geoghegan
573a13edf29313caabdd3c84,Richard Griffin (based on a concept by)
573a13edf29313caabdd3c9a,Nima Javidi
573a13edf29313caabdd3cab,Karin Gist
573a13edf29313caabdd3cab,Regina Y. Hicks
573a13edf29313caabdd3d6c,Pablo F. Fenjves
573a13edf29313caabdd3f72,Nako Kakinoki (screenplay)
573a13edf29313caabdd4029,Antti Heikki Pesonen
573a13edf29313caabdd409f,Efthymis Filippou
573a13edf29313caabdd409f,Athina Rachel Tsangari
573a13edf29313caabdd41e3,Isaac Ezban
573a13edf29313caabdd41ff,Esteban Garelli
573a13edf29313caabdd41ff,Fernando Salem
573a13edf29313caabdd4225,Alan Wightman
573a13edf29313caabdd4232,Lauren Faust (characters)
573a13edf29313caabdd4232,Meghan McCarthy
573a13edf29313caabdd4281,Chris Rossi
573a13edf29313caabdd4281,Chris Rossi
573a13edf29313caabdd4424,Piyush Gupta
573a13edf29313caabdd4424,Shreyas Jain (additional script writer)
573a13edf29313caabdd4424,Nikhil Mehrotra (additional script writer)
573a13edf29313caabdd4424,Nitesh Tiwari
573a13edf29313caabdd459e,Jarrad Paul
573a13edf29313caabdd459e,Andrew Mogel
573a13edf29313caabdd45c1,Jeffrey Schenck (story)
573a13edf29313caabdd45c1,Peter Sullivan (screenplay)
573a13edf29313caabdd45c1,Peter Sullivan (story)
573a13edf29313caabdd4634,Jorge Valdano Sèenz de Ugarte
573a13edf29313caabdd4634,Jorge Valdano
573a13edf29313caabdd46b1,Frèdèric Tcheng
573a13edf29313caabdd47bb,Cheol-Hong Jeon
573a13edf29313caabdd47bb,Han-min Kim
573a13edf29313caabdd4890,Mike Maden
573a13edf29313caabdd4890,Mike Maden
573a13edf29313caabdd499d,David Kennard
573a13edf29313caabdd49ad,David Constantine (short story)
573a13edf29313caabdd49ad,Andrew Haigh (adaptation)
573a13edf29313caabdd4a1e,Leslie Margolis (based on the novel \Boys Are Dogs\ by)
573a13edf29313caabdd4a1e,Billy Eddy (teleplay)
573a13edf29313caabdd4a1e,Matt Eddy (teleplay)
573a13edf29313caabdd4a1e,Rachelle Skoretz (television story by)
573a13edf29313caabdd4a70,Leah Hager Cohen (novel)
573a13edf29313caabdd4a70,Patrick Wang (screenplay)
573a13eef29313caabdd4c01,Victoria Bedos (original idea)
573a13eef29313caabdd4c01,Thomas Bidegain (adaptation)
573a13eef29313caabdd4c01,Stanislas Carrè de Malberg (screenplay)
573a13eef29313caabdd4c01,Eric Lartigau (adaptation)
573a13eef29313caabdd4cd5,Erik Parker
573a13eef29313caabdd4d72,Anders èlholm (based on the screenplay \Hypeman\ by)
573a13eef29313caabdd4d96,Jean-Nicolas Orhon
573a13eef29313caabdd4d96,Jean-Nicolas Orhon (original idea)
573a13eef29313caabdd4d96,Nicolas Reeves (original idea)
573a13eef29313caabdd4d96,Iolande Cadrin-Rossignol (script consultant)
573a13eef29313caabdd4d96,Alain Omer Duranceau (translation)
573a13eef29313caabdd4ec1,Edoardo De Angelis
573a13eef29313caabdd4ec1,Filippo Gravino
573a13eef29313caabdd4ffd,D.N. Mukherjee (original story)
573a13eef29313caabdd4ffd,Indira Bisht (screenplay)
573a13eef29313caabdd4ffd,Juhi Chaturvedi (dialogue)
573a13eef29313caabdd504e,Keigo Higashino (novel)
573a13eef29313caabdd504e,Jeong-ho Lee (screenplay)
573a13eef29313caabdd51a6,Steven Klein
573a13eef29313caabdd51a6,Steven Klein
573a13eef29313caabdd51a6,Luis Lopez
573a13eef29313caabdd51a6,Luis Lopez
573a13eef29313caabdd51a6,J. Clay Tweel
573a13eef29313caabdd51a6,J. Clay Tweel
573a13eef29313caabdd531d,SABU (based on the novel by)
573a13eef29313caabdd531d,SABU (screenplay)
573a13eef29313caabdd5320,Mitsuyo Kakuta (based on the novel by)
573a13eef29313caabdd5320,Kaeko Hayafune (screenplay)
573a13eef29313caabdd5346,Yuriy Bykov
573a13eef29313caabdd53ce,Valentina Ferlan (screenplay)
573a13eef29313caabdd53ce,Ivano De Matteo (screenplay)
573a13eef29313caabdd53ce,Herman Koch (novel)
573a13eef29313caabdd55df,Oliver Thompson
573a13eef29313caabdd5610,Camilo Cavalcante
573a13eef29313caabdd572f,Chloè Zhao
573a13eef29313caabdd5847,Sarah Adina Smith
573a13eef29313caabdd5890,Karthik Subbaraj (story)
573a13eef29313caabdd5890,Karthik Subbaraj
573a13eef29313caabdd5890,Karthik Subbaraj
573a13eef29313caabdd5c72,Marshall Curry
573a13eef29313caabdd5c89,Nancy D. Kates
573a13eef29313caabdd5c89,John Haptas
573a13eef29313caabdd5cb9,Talya Lavie
573a13eef29313caabdd5d4e,Fernando Leèn de Aranoa
573a13eef29313caabdd5d4e,Diego Farias (collaborating writer)
573a13eef29313caabdd5d4e,Paula Farias (novel)
573a13eef29313caabdd5e69,Andrey Ilenkov
573a13eef29313caabdd5e69,Vasiliy Sigarev
573a13eef29313caabdd62bf,Michael Ware
573a13eef29313caabdd62bf,Justine A. Rosenthal
573a13eef29313caabdd6395,Amanda Adolfsson
573a13eef29313caabdd6395,Josefin Johansson
573a13eef29313caabdd63e6,Kirk Marcolina
573a13eef29313caabdd63e6,Thomas G. Miller
573a13eef29313caabdd63e6,Carl Pfirman
573a13eef29313caabdd63e6,Monique Zavistovski
573a13eef29313caabdd651a,Philipp Eichholtz
573a13eef29313caabdd65a4,Seth Goldsmith
573a13eef29313caabdd65a4,Charles Hood
573a13eef29313caabdd660c,Andrey Konchalovskiy
573a13eef29313caabdd660c,Elena Kiseleva
573a13eef29313caabdd668c,Mania Akbari
573a13eef29313caabdd668c,Mark Cousins
573a13eef29313caabdd6859,Allison Schulnik
573a13eef29313caabdd6895,Gregg Rossen
573a13eef29313caabdd6895,Brian Sawyer
573a13eef29313caabdd68a5,Ernesto Daranas
573a13eef29313caabdd6923,Ole Gièver
573a13eef29313caabdd6951,Giovanni Boccaccio (stories)
573a13eef29313caabdd6951,Paolo Taviani (screenplay)
573a13eef29313caabdd6951,Vittorio Taviani (screenplay)
573a13eef29313caabdd6982,Jenny Rustemeyer
573a13eef29313caabdd6982,Grant Baldwin
573a13eef29313caabdd6990,Joey Curtis (story)
573a13eef29313caabdd6990,Joey Curtis (story)
573a13eef29313caabdd6990,Joey Curtis
573a13eef29313caabdd6990,Joseph Gamache (story)
573a13eef29313caabdd6990,Jay Silverman (story)
573a13eef29313caabdd6a24,Edward DeRuiter (screenplay)
573a13eef29313caabdd6b9b,Alexandre Arcady (screenplay)
573a13eef29313caabdd6b9b,Emilie Frèche (screenplay)
573a13eef29313caabdd6b9b,Antoine Lacomblez (screenplay)
573a13eef29313caabdd6d55,David F. Sandberg
573a13eef29313caabdd6e1d,Anders èlholm (screenplay)
573a13eef29313caabdd6e1d,Anders èlholm (screen story)
573a13eef29313caabdd6e1d,Kenneth Bègh Andersen (books)
573a13eef29313caabdd6e98,Saskia Diesing
573a13eef29313caabdd6e98,Esther Gerritsen
573a13eef29313caabdd6eba,Jian Magen (story)
573a13eef29313caabdd6eba,Jake Neiman (story)
573a13eef29313caabdd6eba,Igal Hecht (story)
573a13eef29313caabdd6f54,Martin Dugard (based on the book by)
573a13eef29313caabdd6f54,Walon Green
573a13eef29313caabdd6f54,Bill O'Reilly (based on the book by)
573a13eef29313caabdd6ff4,Geordie Sabbagh
573a13eef29313caabdd6ff4,Geordie Sabbagh
573a13eef29313caabdd7019,Edison Cèjas
573a13eef29313caabdd7073,Xavier Dolan
573a13eef29313caabdd712e,Rajat Kapoor
573a13eff29313caabdd733e,Vikram Bhatt (story)
573a13eff29313caabdd733e,Vikram Bhatt (screenplay)
573a13eff29313caabdd733e,Sukhmani Sadana (screenplay)
573a13eff29313caabdd733e,Girish Dhamija (dialogue)
573a13eff29313caabdd7401,Sean Crouch
573a13eff29313caabdd7401,Sean Crouch
573a13eff29313caabdd7449,Laura Farhi (collaborating writer)
573a13eff29313caabdd7449,Gustavo Malajovich (collaborating writer)
573a13eff29313caabdd7449,Natalia Meta
573a13eff29313caabdd7449,Luz Orlando Brennan (collaborating writer)
573a13eff29313caabdd7495,Aki Itami
573a13eff29313caabdd74b8,John Green (author)
573a13eff29313caabdd74b8,Scott Neustadter (screenplay)
573a13eff29313caabdd74b8,Michael H. Weber (screenplay)
573a13eff29313caabdd7522,Francesco Bruni
573a13eff29313caabdd760c,Onur Tukel
573a13eff29313caabdd7651,Matthew Campagna
573a13eff29313caabdd7665,Alex Gibney
573a13eff29313caabdd7686,Borja Cobeaga
573a13eff29313caabdd7686,Borja Cobeaga
573a13eff29313caabdd768a,Sebastian Dehnhardt
573a13eff29313caabdd76dd,John Doolan (screenplay)
573a13eff29313caabdd76dd,Wally Lamb (original story)
573a13eff29313caabdd7737,Edoardo Maria Falcone
573a13eff29313caabdd7737,Paolo Genovese
573a13eff29313caabdd7737,Edoardo Leo
573a13eff29313caabdd77d0,Ruben èstlund
573a13eff29313caabdd77dc,Martin Edralin
573a13eff29313caabdd7811,Lindsay Mackay
573a13eff29313caabdd797d,Joseph Pelling (created by)
573a13eff29313caabdd797d,Becky Sloan
573a13eff29313caabdd797d,Joseph Pelling
573a13eff29313caabdd797d,Hugo Donkin
573a13eff29313caabdd797d,Baker Terry
573a13eff29313caabdd797d,Becky Sloan
573a13eff29313caabdd7a78,Michael Bidinger (story)
573a13eff29313caabdd7a78,Michelle Kwon (story)
573a13eff29313caabdd7ad9,Marianne Krawczyk (screenplay)
573a13eff29313caabdd7ad9,Masamune Shirow (original story)
573a13eff29313caabdd7b26,Jens Urban
573a13eff29313caabdd7be7,Paige Dylan
573a13eff29313caabdd7be7,Paige Dylan
573a13eff29313caabdd7be7,Amy Koppelman
573a13eff29313caabdd7be7,Amy Koppelman
573a13eff29313caabdd7d93,David Heilbroner
573a13eff29313caabdd7db8,Roberto Catani
573a13eff29313caabdd7dbc,Onur ènlè
573a13eff29313caabdd7dca,Elvira Dones (novel)
573a13eff29313caabdd7dca,Laura Bispuri (screenplay)
573a13eff29313caabdd7dca,Francesca Manieri (screenplay)
573a13eff29313caabdd7de0,Krzysztof Kopka
573a13eff29313caabdd7de0,Waldemar Krzystek
573a13eff29313caabdd7f5f,Jaroslav Zvècek
573a13eff29313caabdd7fff,John A. O'Connell
573a13eff29313caabdd7fff,Steven Chester Prince
573a13eff29313caabdd7fff,Michael Zagst
573a13eff29313caabdd814d,Cèline Sciamma (screenplay)
573a13eff29313caabdd81ec,Michael Dunaway
573a13eff29313caabdd81ec,Tara Wood
573a13eff29313caabdd823b,Juris Kursietis
573a13eff29313caabdd8315,Kris Elgstrand
573a13eff29313caabdd8315,Kris Elgstrand
573a13eff29313caabdd832f,Peter Bowker
573a13eff29313caabdd835d,Marie Amachoukeli-Barsacq
573a13eff29313caabdd835d,Claire Burger
573a13eff29313caabdd835d,Samuel Theis (idea)
573a13eff29313caabdd83a6,David Nordstrom
573a13eff29313caabdd83a6,Mike Plante
573a13eff29313caabdd83a6,Adam Rifkin
573a13eff29313caabdd840c,July Jung
573a13eff29313caabdd85c9,Karoliina Lindgren
573a13eff29313caabdd85ef,Rania Attieh
573a13eff29313caabdd85ef,Rania Attieh
573a13eff29313caabdd85ef,Daniel Garcia
573a13eff29313caabdd85ef,Daniel Garcia
573a13eff29313caabdd85ef,Marietta von Hausswolff von Baumgarten (Script Advisor)
573a13eff29313caabdd87c5,Michael Hanley
573a13eff29313caabdd8814,Gyèrgy Pèlfi
573a13eff29313caabdd8814,Zsèfia Ruttkay
573a13eff29313caabdd8824,Tommy Murphy
573a13eff29313caabdd8838,Robert Bolesto
573a13eff29313caabdd8838,Krzysztof Skonieczny
573a13eff29313caabdd88cf,Franèois Simard
573a13eff29313caabdd88cf,Anouk Whissell
573a13eff29313caabdd88cf,Yoann-Karl Whissell
573a13eff29313caabdd88e1,Daniel Lee
573a13eff29313caabdd8991,Wim Wenders
573a13eff29313caabdd8991,Juliano Ribeiro Salgado
573a13eff29313caabdd8991,David Rosier
573a13eff29313caabdd89af,Teemu Nikki
573a13eff29313caabdd89af,Jani Pèsè
573a13eff29313caabdd8a02,Tim Godsall
573a13eff29313caabdd8a02,Katharine Knight
573a13eff29313caabdd8a0f,Erik M. Conway (original book)
573a13eff29313caabdd8a0f,Robert Kenner
573a13eff29313caabdd8a0f,Naomi Oreskes (original book)
573a13eff29313caabdd8a0f,Kim Roberts
573a13eff29313caabdd8a2b,Wiam Bedirxan
573a13eff29313caabdd8a2b,Ossama Mohammed
573a13eff29313caabdd8b22,Mark Noonan (screenplay)
573a13eff29313caabdd8be5,Reg Cribb
573a13eff29313caabdd8be5,Jeremy Sims
573a13eff29313caabdd8d4a,Rajveer Ahuja (dialogue)
573a13eff29313caabdd8d4a,Rahul Handa (story)
573a13eff29313caabdd8db5,Maxime Giroux
573a13eff29313caabdd8db5,Alexandre Laferrière
573a13eff29313caabdd8dd3,Diego Vivanco
573a13eff29313caabdd8e07,Gabriel Ripstein
573a13eff29313caabdd8e07,Issa Lèpez
573a13eff29313caabdd8e97,Ronald Bronstein (screenplay)
573a13eff29313caabdd8e97,Arielle Holmes (inspired by a book written by)
573a13eff29313caabdd8e97,Joshua Safdie (screenplay)
573a13eff29313caabdd8fc5,Nicole Mitchell (story)
573a13eff29313caabdd8fc5,Raymond S. Persi (story)
573a13eff29313caabdd8fc5,Patrick Osborne
573a13eff29313caabdd900f,Hinako Sugiura (comic \Sarusuberi\)
573a13eff29313caabdd900f,Miho Maruo (screenplay)
573a13eff29313caabdd9084,Martin Ambrosch
573a13eff29313caabdd9248,Ki-duk Kim
573a13eff29313caabdd9314,Seong-hoon Kim
573a13eff29313caabdd9314,Seong-hoon Kim
573a13eff29313caabdd9314,Hae-jun Lee (adaptation)
573a13eff29313caabdd9342,Ha Yoo
573a13eff29313caabdd937e,Cem Yilmaz
573a13eff29313caabdd9420,Alec Owen (screenplay)
573a13eff29313caabdd9420,Jon Salmon
573a13eff29313caabdd9420,Michael E. Peter
573a13eff29313caabdd9420,Ben Gigli
573a13eff29313caabdd9420,Timothy Ciancio
573a13eff29313caabdd9420,Michael Rousselet
573a13eff29313caabdd9420,Tomm Jacobsen
573a13eff29313caabdd9420,Joey Scoma
573a13eff29313caabdd9420,Mike James
573a13eff29313caabdd9420,Brian Firenzi
573a13eff29313caabdd943f,Marcin Krzysztalowicz
573a13eff29313caabdd946f,Emily Ting
573a13eff29313caabdd946f,Emily Ting
573a13f0f29313caabdd9697,Laurent Bècue-Renard
573a13f0f29313caabdd9697,Laurent Bècue-Renard
573a13f0f29313caabdd969c,Benjamin August
573a13f0f29313caabdd96b3,Christopher Cleveland (screenplay)
573a13f0f29313caabdd96b3,Horton Foote (story)
573a13f0f29313caabdd96b3,Bettina Gilois (screenplay)
573a13f0f29313caabdd96b3,Dee Rees (screenplay)
573a13f0f29313caabdd96b3,Dee Rees (story)
573a13f0f29313caabdd9708,Jason Lei Howden
573a13f0f29313caabdd970e,Matthieu Delaporte (play)
573a13f0f29313caabdd970e,Alexandre de La Patellière (play)
573a13f0f29313caabdd970e,Francesca Archibugi (screenplay)
573a13f0f29313caabdd970e,Francesco Piccolo (screenplay)
573a13f0f29313caabdd98df,Nadav Lapid
573a13f0f29313caabdd9a46,Benoit Denizet Lewis (magazine article \My Ex-Gay Friend\)
573a13f0f29313caabdd9a46,Justin Kelly (based on an article by)
573a13f0f29313caabdd9a46,Stacey Miller (based on an article by)
573a13f0f29313caabdd9a72,Nelson Greaves
573a13f0f29313caabdd9b0d,Richard Phinney
573a13f0f29313caabdd9b5d,Giacomo Bendotti
573a13f0f29313caabdd9b5d,Ilaria Macchia
573a13f0f29313caabdd9b5d,Andrea Paolo Massara
573a13f0f29313caabdd9b5d,Piero Messina
573a13f0f29313caabdd9b5d,Luigi Pirandello (play)
573a13f0f29313caabdd9c71,Chaitanya Tamhane
573a13f0f29313caabdd9cab,Diego Lerman
573a13f0f29313caabdd9cab,Marèa Meira
573a13f0f29313caabdd9cab,Gustavo Cabaèa (collaborating writer)
573a13f0f29313caabdd9cab,Marèa Eugenia Castagnino (collaborating writer)
573a13f0f29313caabdd9e50,Leste Chen
573a13f0f29313caabdd9e50,Ren Peng
573a13f0f29313caabdd9e82,Vishal Mahadkar (story)
573a13f0f29313caabdd9e82,Vishal Mahadkar
573a13f0f29313caabdd9e82,Sanjay Masoom (dialogue)
573a13f0f29313caabdd9e89,Stefan Dèhnert (screenplay)
573a13f0f29313caabdd9e89,Kirsten Heisig (book)
573a13f0f29313caabdd9e96,Ned Benson
573a13f0f29313caabdd9e9b,Leticia Dolera
573a13f0f29313caabdd9ea1,Frederick Wiseman
573a13f0f29313caabdda04f,Holly Goldberg Sloan
573a13f0f29313caabdda178,Adrienne Bortoli
573a13f0f29313caabdda178,Nicole Walter-Lingen
573a13f0f29313caabdda178,Ulrike Zinke
573a13f0f29313caabdda17a,Santiago Gil
573a13f0f29313caabdda17a,Jimmy Lagnefors
573a13f0f29313caabdda17a,Staffan Lindberg
573a13f0f29313caabdda190,Jordan Galland
573a13f0f29313caabdda2a9,Ned Benson
573a13f0f29313caabdda2dd,Klemen Janezic
573a13f0f29313caabdda2dd,Ajda Smrekar
573a13f0f29313caabdda2dd,Blaz Zavrsnik
573a13f0f29313caabdda3ac,Sang-soo Hong
573a13f0f29313caabdda3ec,Dan Berk
573a13f0f29313caabdda3ec,Robert Olsen
573a13f0f29313caabdda542,Michael Campo
573a13f0f29313caabdda564,Giulia Calenda
573a13f0f29313caabdda564,Cristina Comencini
573a13f0f29313caabdda672,Alexis Alexiou
573a13f0f29313caabdda7ac,Zhangke Jia (screenplay)
573a13f0f29313caabdda839,Anna Muylaert
573a13f0f29313caabdda97d,Krzysztof Rak
573a13f0f29313caabdda9fe,Jennifer Peedom
573a13f0f29313caabddab02,Kent Jones
573a13f0f29313caabddab02,Serge Toubiana
573a13f0f29313caabddab58,Emma Brostrèm (screenplay)
573a13f0f29313caabddab58,Geir Hansteen Jorgensen (dramaturge)
573a13f0f29313caabddab58,Emma Brostrèm (script)
573a13f0f29313caabddabf6,Jack Anderson (story)
573a13f0f29313caabddabf6,Jack Anderson
573a13f0f29313caabddac05,Shem Bitterman
573a13f0f29313caabddac2b,Shira Geffen
573a13f0f29313caabddad95,Nicolas Billon
573a13f0f29313caabddae55,Akimi Yoshida (manga)
573a13f0f29313caabddae55,Hirokazu Koreeda (screenplay)
573a13f0f29313caabddaf61,Alexandre Astier (screenplay)
573a13f0f29313caabddaf61,Jean-Rèmi Franèois (collaboration)
573a13f0f29313caabddaf61,Renè Goscinny (comic book)
573a13f0f29313caabddaf61,Philip LaZebnik (collaboration)
573a13f0f29313caabddaf61,Albert Uderzo (comic book)
573a13f0f29313caabddaf7a,Mario Fanfani (screenplay)
573a13f0f29313caabddaf7a,Gaèlle Macè (screenplay)
573a13f0f29313caabddaf7a,Philippe Mangeot (collaboration)
573a13f0f29313caabddb1a4,Jan Komasa
573a13f0f29313caabddb24d,Michael Showalter
573a13f0f29313caabddb24d,Laura Terruso
573a13f0f29313caabddb27c,Yuriy Korotkov
573a13f1f29313caabddb616,Gaspar Noè
573a13f1f29313caabddb61d,Tony McNamara
573a13f1f29313caabddb63d,Virèg Zomborècz
573a13f1f29313caabddb63d,Virèg Zomborècz
573a13f1f29313caabddb66f,Alena Alova
573a13f1f29313caabddb66f,Dina Rubina (based on the novel by)
573a13f1f29313caabddb722,Andres Maimik
573a13f1f29313caabddb722,Katrin Maimik
573a13f1f29313caabddb7fb,Ralf Westhoff (screenplay)
573a13f1f29313caabddb85e,Andrew Cividino
573a13f1f29313caabddb85e,Blain Watters
573a13f1f29313caabddb85e,Aaron Yeger
573a13f1f29313caabddb924,Adam Emerson
573a13f1f29313caabddb924,Andrew Kightlinger (story)
573a13f1f29313caabddb924,Steven Luke
573a13f1f29313caabddb984,Sonja Evang
573a13f1f29313caabddb984,Sonja Evang
573a13f1f29313caabddbae3,Luis Arambilet (screenplay)
573a13f1f29313caabddbae3,Luis Arambilet
573a13f1f29313caabddbae3,Pedro Urrutia
573a13f1f29313caabddbae3,Pedro Urrutia (creator)
573a13f1f29313caabddbae3,Pedro Urrutia (story)
573a13f1f29313caabddbba9,Kathleen McGlaughlin (script consultant)
573a13f1f29313caabddbba9,Peter Mortimer
573a13f1f29313caabddbba9,Nick Rosen
